STN,YYYYMMDD,TG,TN,TX,Q,RH,UG,EV24
391,20141220,60,43,83,121,6,82,2
391,20141221,63,37,86,90,20,90,1
391,20141222,105,85,129,40,5,85,1
391,20141223,111,98,123,109,1,78,2
391,20141224,78,43,98,48,35,84,1
391,20141225,37,1,74,173,29,90,2
391,20141226,23,3,44,257,2,95,3
391,20141227,6,-19,32,60,242,88,1
391,20141228,-31,-55,-9,413,1,80,4
391,20141229,8,-17,37,319,29,92,3
391,20141230,27,9,46,166,-1,91,2
391,20141231,28,1,56,197,0,93,2
391,20150101,25,-9,54,372,0,82,4
391,20150102,58,25,87,246,32,78,3
391,20150103,29,18,38,69,29,91,1
391,20150104,21,-5,65,408,0,92,5
391,20150105,23,7,38,221,0,90,3
391,20150106,25,0,45,295,18,83,3
391,20150107,38,14,64,386,3,90,5
391,20150108,61,36,90,43,243,95,1
391,20150109,94,52,141,74,74,86,1
391,20150110,101,36,142,74,43,77,1
391,20150111,51,27,70,148,5,75,2
391,20150112,83,65,105,69,1,78,1
391,20150113,85,59,109,89,55,85,1
391,20150114,43,29,60,135,40,84,2
391,20150115,86,51,110,111,38,78,2
391,20150116,52,25,81,318,9,83,4
391,20150117,21,-8,53,500,-1,86,6
391,20150118,31,18,56,191,20,81,2
391,20150119,8,-7,19,227,1,89,2
391,20150120,9,-27,29,225,0,88,2
391,20150121,-2,-29,27,427,0,79,4
391,20150122,-6,-24,5,102,0,85,1
391,20150123,-15,-29,0,99,0,90,1
391,20150124,5,-19,41,292,90,94,3
391,20150125,12,-31,30,208,15,98,2
391,20150126,41,25,73,81,49,95,1
391,20150127,35,14,63,204,17,93,2
391,20150128,43,21,67,134,64,87,2
391,20150129,29,6,57,283,9,81,3
391,20150130,15,3,32,261,20,90,3
391,20150131,20,-1,55,493,0,88,6
391,20150201,18,-10,41,224,3,95,3
391,20150202,11,2,30,224,42,95,2
391,20150203,11,-20,45,344,-1,92,4
391,20150204,-9,-48,43,588,1,91,6
391,20150205,-12,-52,15,372,1,81,4
391,20150206,-7,-29,25,730,0,73,8
391,20150207,11,-42,44,561,-1,85,6
391,20150208,37,7,55,329,-1,80,4
391,20150209,50,32,65,170,5,93,2
391,20150210,53,42,64,253,2,95,3
391,20150211,27,-29,55,334,-1,87,4
391,20150212,16,-38,70,814,0,88,9
391,20150213,37,-4,83,807,0,81,10
391,20150214,61,11,106,666,0,75,9
391,20150215,23,-29,80,876,0,85,10
391,20150216,20,-36,66,854,0,84,10
391,20150217,26,-22,63,152,0,95,2
391,20150218,5,-34,36,304,0,98,3
391,20150219,29,-13,69,740,-1,81,9
391,20150220,57,22,69,166,81,86,2
391,20150221,37,6,79,499,43,92,6
391,20150222,25,-5,62,409,5,87,5
391,20150223,46,16,101,498,68,87,6
391,20150224,46,27,74,482,30,85,6
391,20150225,41,5,81,632,8,91,8
391,20150226,67,41,105,590,56,89,8
391,20150227,46,-16,83,691,43,81,9
391,20150228,45,-15,95,943,0,70,12
391,20150301,85,52,125,729,39,74,10
391,20150302,51,30,92,752,24,71,10
391,20150303,42,22,73,362,15,83,4
391,20150304,45,18,83,717,7,80,9
391,20150305,42,-10,99,993,0,84,12
391,20150306,49,14,96,478,0,80,6
391,20150307,68,13,147,1088,0,69,15
391,20150308,94,11,186,1360,0,64,20
391,20150309,75,30,104,286,3,94,4
391,20150310,79,0,132,1112,11,81,15
391,20150311,25,-24,90,1003,0,89,12
391,20150312,57,-28,130,1456,0,72,19
391,20150313,47,-8,97,1204,0,69,15
391,20150314,33,-2,59,407,1,83,5
391,20150315,58,43,79,419,3,82,5
391,20150316,59,6,136,1372,0,79,18
391,20150317,83,-9,181,1460,0,73,20
391,20150318,78,1,163,1377,0,83,19
391,20150319,57,-2,74,253,0,91,3
391,20150320,25,-9,44,354,0,95,4
391,20150321,60,35,92,620,40,87,8
391,20150322,34,-18,70,879,-1,79,11
391,20150323,52,-21,125,1438,0,77,18
391,20150324,59,-12,103,975,2,79,13
391,20150325,58,51,67,317,86,94,4
391,20150326,58,42,91,811,19,84,11
391,20150327,62,0,110,640,-1,77,8
391,20150328,72,-11,116,634,36,90,9
391,20150329,98,74,113,294,118,86,4
391,20150330,70,54,98,1107,68,70,15
391,20150331,88,33,120,895,118,70,13
391,20150401,64,35,92,1193,17,70,16
391,20150402,61,30,94,1552,46,72,20
391,20150403,70,37,106,1200,0,67,16
391,20150404,54,8,99,1270,14,71,16
391,20150405,55,-22,117,1765,0,67,23
391,20150406,55,1,109,778,0,85,10
391,20150407,63,-14,131,1361,0,79,18
391,20150408,80,23,139,986,0,83,14
391,20150409,110,26,196,1937,0,73,29
391,20150410,126,30,230,1979,0,66,31
391,20150411,103,32,157,735,31,75,11
391,20150412,107,27,165,2041,0,64,30
391,20150413,89,38,140,1729,-1,69,25
391,20150414,134,31,225,2075,0,67,33
391,20150415,156,65,249,2144,0,62,36
391,20150416,104,50,161,2070,0,67,31
391,20150417,83,42,135,1511,0,64,21
391,20150418,87,9,156,2116,0,63,30
391,20150419,87,8,157,2107,0,68,30
391,20150420,126,46,189,2346,0,56,37
391,20150421,117,18,209,2357,0,64,36
391,20150422,87,5,163,1975,0,77,28
391,20150423,86,29,166,1927,0,80,27
391,20150424,137,20,230,2145,0,64,34
391,20150425,128,96,159,876,18,84,14
391,20150426,132,94,188,1014,40,88,16
391,20150427,90,24,132,1452,10,69,21
391,20150428,62,-13,132,1903,9,70,25
391,20150429,99,18,149,1537,0,58,22
391,20150430,95,37,149,1588,5,75,23
391,20150501,85,2,150,1999,0,68,28
391,20150502,111,23,165,2035,0,60,31
391,20150503,139,100,172,905,58,84,15
391,20150504,163,123,209,1592,47,76,27
391,20150505,164,99,243,1757,26,70,30
391,20150506,126,93,165,1794,35,69,28
391,20150507,115,79,163,1454,3,77,22
391,20150508,147,84,202,1583,0,66,26
391,20150509,150,111,193,1550,13,71,26
391,20150510,135,71,198,2506,0,71,40
391,20150511,186,89,274,2256,0,64,40
391,20150512,154,77,226,1897,0,66,32
391,20150513,133,62,204,2459,0,65,39
391,20150514,118,27,180,2470,0,62,38
391,20150515,116,55,169,2665,0,65,41
391,20150516,97,50,147,670,12,87,10
391,20150517,121,52,193,2077,0,67,32
391,20150518,129,46,202,1691,41,70,27
391,20150519,99,73,141,1474,70,80,22
391,20150520,100,42,158,1946,3,74,28
391,20150521,118,37,183,1849,-1,71,28
391,20150522,149,83,213,1976,0,66,33
391,20150523,133,84,186,1213,-1,77,19
391,20150524,134,52,208,2403,0,66,38
391,20150525,128,97,171,1049,20,74,16
391,20150526,121,85,165,1479,0,65,23
391,20150527,142,82,198,2116,0,61,34
391,20150528,137,100,187,997,23,75,16
391,20150529,123,89,173,1585,15,74,25
391,20150530,106,75,158,1591,26,81,24
391,20150531,140,83,182,875,37,81,14
391,20150601,136,90,182,2151,2,68,34
391,20150602,164,119,199,809,5,70,14
391,20150603,150,83,194,1748,10,72,29
391,20150604,166,68,241,2920,0,64,50
391,20150605,234,117,332,2733,52,60,53
391,20150606,169,75,221,2560,0,69,44
391,20150607,149,63,218,2644,3,63,44
391,20150608,132,67,197,2547,0,62,40
391,20150609,126,74,180,2111,0,64,33
391,20150610,173,90,241,2861,0,56,50
391,20150611,199,119,267,2926,0,50,53
391,20150612,214,118,309,2551,3,63,48
391,20150613,185,127,241,1960,5,70,35
391,20150614,175,105,241,1914,0,70,33
391,20150615,154,91,208,2631,0,59,44
391,20150616,120,59,185,1694,0,67,26
391,20150617,166,43,235,2389,19,66,41
391,20150618,161,118,209,2078,22,72,35
391,20150619,126,111,157,802,17,83,13
391,20150620,134,100,170,1221,-1,75,19
391,20150621,155,108,207,1599,72,81,27
391,20150622,119,91,151,700,145,94,11
391,20150623,124,91,160,925,51,88,14
391,20150624,154,117,213,1715,0,77,29
391,20150625,189,128,256,2450,0,67,44
391,20150626,214,137,267,1856,0,67,35
391,20150627,193,123,241,2189,5,67,39
391,20150628,186,94,247,1944,0,66,35
391,20150629,202,131,265,2598,0,67,47
391,20150630,218,111,293,2887,0,58,54
391,20150701,270,169,341,2909,0,46,59
391,20150702,286,205,380,2577,0,54,53
391,20150703,263,191,334,2619,0,66,53
391,20150704,286,207,368,2495,0,56,52
391,20150705,211,159,312,1693,27,77,31
391,20150706,196,138,264,2789,0,65,50
391,20150707,220,130,305,1784,1,62,34
391,20150708,162,134,191,1183,103,80,20
391,20150709,141,72,201,2118,1,74,34
391,20150710,164,57,235,2876,0,61,49
391,20150711,214,128,308,2658,0,52,50
391,20150712,168,142,199,885,15,81,15
391,20150713,171,161,197,573,64,92,10
391,20150714,178,158,211,779,46,96,14
391,20150715,194,161,232,1172,4,88,21
391,20150716,213,148,273,2669,0,72,50
391,20150717,251,191,310,2725,0,63,54
391,20150718,198,158,252,2262,11,68,41
391,20150719,171,133,212,957,67,87,17
391,20150720,185,105,223,1094,9,90,19
391,20150721,222,172,265,1964,0,75,37
391,20150722,203,159,255,1875,0,69,34
391,20150723,181,129,237,2072,0,68,36
391,20150724,204,135,270,1591,4,66,29
391,20150725,156,110,207,777,50,85,13
391,20150726,154,89,226,1752,34,78,29
391,20150727,168,135,205,1035,25,79,18
391,20150728,158,128,195,1326,0,68,22
391,20150729,138,110,188,1654,32,78,27
391,20150730,133,78,183,1472,25,84,23
391,20150731,138,53,205,2601,0,67,42
391,20150801,171,88,247,2536,0,62,44
391,20150802,195,80,278,2529,0,55,46
391,20150803,254,174,338,2491,0,51,49
391,20150804,176,117,220,510,64,90,9
391,20150805,200,109,262,2379,0,61,43
391,20150806,242,165,326,2434,0,61,47
391,20150807,222,171,284,1965,114,82,37
391,20150808,193,144,241,1365,3,82,25
391,20150809,185,127,239,1311,1,81,23
391,20150810,181,141,219,592,0,85,10
391,20150811,203,122,266,1756,0,79,32
391,20150812,213,179,267,1815,0,82,34
391,20150813,240,164,312,2088,0,73,41
391,20150814,218,164,285,1658,4,80,31
391,20150815,190,157,258,1120,403,88,20
391,20150816,147,133,158,368,288,98,6
391,20150817,140,130,151,316,127,98,5
391,20150818,144,111,191,862,5,86,14
391,20150819,167,119,224,1499,0,76,26
391,20150820,183,106,255,2205,0,74,39
391,20150821,198,131,267,2139,0,73,39
391,20150822,206,131,273,1955,0,60,36
391,20150823,202,143,269,1846,127,63,34
391,20150824,193,155,247,1384,10,78,25
391,20150825,169,145,200,1174,61,77,20
391,20150826,221,177,270,1790,1,67,34
391,20150827,163,135,205,423,127,89,7
391,20150828,157,109,215,1517,0,85,25
391,20150829,183,96,257,1924,0,78,34
391,20150830,234,168,306,1826,0,79,35
391,20150831,231,171,309,1848,64,77,35
391,20150901,157,108,192,675,17,88,11
391,20150902,137,92,182,992,11,88,16
391,20150903,132,86,187,1155,1,88,18
391,20150904,134,101,170,1273,35,86,20
391,20150905,130,97,160,848,26,89,13
391,20150906,128,81,173,1324,2,80,21
391,20150907,143,100,185,919,8,88,15
391,20150908,138,93,171,776,5,89,12
391,20150909,131,69,193,1696,0,83,27
391,20150910,142,82,208,1868,0,75,30
391,20150911,145,83,207,1813,0,72,30
391,20150912,161,127,200,861,16,83,15
391,20150913,170,131,201,765,3,87,13
391,20150914,160,112,213,1262,39,80,21
391,20150915,137,102,178,998,13,71,16
391,20150916,154,127,180,433,80,89,7
391,20150917,148,116,171,366,56,86,6
391,20150918,147,100,191,1300,0,80,21
391,20150919,132,104,167,557,42,92,9
391,20150920,131,87,176,892,0,86,14
391,20150921,137,88,184,1255,8,81,20
391,20150922,127,105,163,532,193,93,8
391,20150923,128,99,174,707,47,93,11
391,20150924,133,100,180,657,4,86,10
391,20150925,119,68,179,814,-1,90,13
391,20150926,107,51,176,1383,0,85,21
391,20150927,113,58,182,1391,0,83,21
391,20150928,115,65,182,1224,0,84,19
391,20150929,121,70,178,1524,0,74,24
391,20150930,124,81,182,1482,1,71,23
391,20151001,107,54,169,1465,0,74,22
391,20151002,104,16,192,1467,0,75,22
391,20151003,109,40,183,831,0,87,12
391,20151004,121,68,189,881,0,91,14
391,20151005,137,97,171,795,31,86,13
391,20151006,162,136,196,410,46,92,7
391,20151007,146,129,170,501,3,89,8
391,20151008,129,99,149,383,2,92,6
391,20151009,115,70,160,813,0,88,12
391,20151010,105,60,141,415,0,84,6
391,20151011,70,32,126,1195,0,72,16
391,20151012,49,7,111,976,0,79,12
391,20151013,36,7,54,321,0,85,4
391,20151014,34,15,42,172,69,95,2
391,20151015,49,8,70,171,89,98,2
391,20151016,68,59,74,148,109,98,2
391,20151017,73,54,88,349,0,93,5
391,20151018,75,41,99,366,13,94,5
391,20151019,90,61,117,316,3,96,5
391,20151020,90,42,125,325,1,96,5
391,20151021,92,43,124,455,1,92,7
391,20151022,113,87,137,212,9,96,3
391,20151023,112,72,150,694,0,85,10
391,20151024,111,85,143,357,0,85,5
391,20151025,107,71,140,465,14,91,7
391,20151026,109,65,161,860,0,88,13
391,20151027,116,80,164,878,0,84,13
391,20151028,103,76,122,310,0,88,5
391,20151029,110,54,158,700,0,89,11
391,20151030,96,54,139,642,0,91,9
391,20151031,94,56,129,861,0,85,12
391,20151101,73,28,156,780,0,93,11
391,20151102,70,17,149,833,0,88,11
391,20151103,84,37,137,673,0,82,9
391,20151104,114,63,162,464,6,86,7
391,20151105,135,100,160,320,46,91,5
391,20151106,155,133,175,282,9,90,5
391,20151107,172,148,189,232,1,87,4
391,20151108,138,75,173,461,0,88,7
391,20151109,145,134,176,341,64,76,6
391,20151110,139,129,147,124,0,84,2
391,20151111,124,116,139,159,7,80,2
391,20151112,130,107,152,365,0,83,6
391,20151113,115,63,145,405,48,77,6
391,20151114,87,63,110,294,51,85,4
391,20151115,137,108,160,140,121,86,2
391,20151116,124,117,132,141,15,84,2
391,20151117,141,118,159,242,126,84,4
391,20151118,132,117,150,323,4,71,5
391,20151119,110,76,139,138,85,83,2
391,20151120,73,44,90,154,17,87,2
391,20151121,39,17,56,311,4,89,4
391,20151122,19,-7,56,370,6,92,4
391,20151123,22,-23,64,538,0,87,6
391,20151124,30,14,40,119,76,87,1
391,20151125,49,19,79,262,22,96,3
391,20151126,24,-9,81,485,0,95,6
391,20151127,42,2,73,398,0,85,5
391,20151128,63,46,78,409,26,81,5
391,20151129,97,66,120,101,170,89,1
391,20151130,94,70,119,80,242,88,1
391,20151201,97,75,121,86,37,94,1
391,20151202,103,84,118,194,0,77,3
391,20151203,90,69,120,321,0,76,5
391,20151204,85,62,102,377,35,82,5
391,20151205,71,62,85,208,0,75,3
391,20151206,100,66,120,201,0,79,3
391,20151207,104,65,140,236,1,88,3
391,20151208,105,79,133,371,33,85,6
391,20151209,68,44,102,411,0,90,5
391,20151210,50,28,80,351,0,82,4
391,20151211,64,46,80,68,77,93,1
391,20151212,74,33,111,178,-1,91,2
391,20151213,76,64,112,138,26,94,2
391,20151214,69,40,98,359,0,94,5
391,20151215,71,42,94,287,1,91,4
391,20151216,110,84,129,79,56,97,1
391,20151217,136,125,158,282,0,85,5
391,20151218,122,105,142,103,0,81,2
391,20151219,124,102,151,206,0,85,3
391,20151220,118,100,131,159,1,79,2
391,20151221,107,91,117,176,23,84,3
391,20151222,126,107,142,124,24,82,2
391,20151223,102,60,131,305,4,83,4
391,20151224,103,65,143,213,21,81,3
391,20151225,96,70,134,91,12,88,1
391,20151226,124,101,144,315,0,77,5
391,20151227,112,76,138,243,0,77,4
391,20151228,86,59,124,364,0,79,5
391,20151229,78,53,115,282,0,80,4
391,20151230,65,48,92,372,0,85,5
391,20151231,73,46,108,318,18,82,4
391,20160101,57,23,74,273,1,91,4
391,20160102,52,44,62,107,23,87,1
391,20160103,65,52,83,260,86,88,3
391,20160104,58,37,78,93,65,97,1
391,20160105,70,59,82,118,3,88,2
391,20160106,56,48,67,135,11,98,2
391,20160107,61,52,79,98,52,87,1
391,20160108,43,4,80,437,0,81,5
391,20160109,49,12,73,307,0,87,4
391,20160110,69,44,93,421,4,83,6
391,20160111,48,20,68,78,83,94,1
391,20160112,59,46,80,256,19,84,3
391,20160113,45,14,65,152,66,91,2
391,20160114,31,16,45,135,46,90,2
391,20160115,28,17,34,101,3,88,1
391,20160116,14,-10,41,212,16,91,2
391,20160117,-15,-63,19,392,-1,89,4
391,20160118,-34,-71,-1,717,0,82,7
391,20160119,-31,-87,-6,602,0,77,6
391,20160120,0,-29,27,244,0,81,3
391,20160121,8,-12,36,329,0,89,4
391,20160122,3,-23,40,440,60,85,5
391,20160123,62,39,73,129,0,97,2
391,20160124,66,35,94,88,14,96,1
391,20160125,100,67,139,556,0,85,8
391,20160126,100,85,114,186,12,84,3
391,20160127,107,95,118,96,57,84,1
391,20160128,59,28,102,628,18,81,8
391,20160129,76,31,98,137,8,81,2
391,20160130,64,29,89,71,178,90,1
391,20160131,64,23,117,199,48,91,3
391,20160201,113,102,122,116,52,89,2
391,20160202,87,53,113,175,36,83,2
391,20160203,46,30,80,523,5,83,7
391,20160204,42,26,77,116,30,93,1
391,20160205,82,39,108,191,4,94,3
391,20160206,95,70,111,249,0,77,4
391,20160207,89,70,114,429,11,70,6
391,20160208,84,68,104,393,66,77,6
391,20160209,51,17,80,70,195,88,1
391,20160210,41,24,68,287,72,92,4
391,20160211,38,7,77,611,-1,89,7
391,20160212,30,-15,64,659,0,83,8
391,20160213,21,-19,51,453,18,87,5
391,20160214,14,3,27,142,68,98,2
391,20160215,10,-38,47,772,39,84,8
391,20160216,-9,-57,51,1058,0,83,11
391,20160217,-8,-58,47,1041,0,85,11
391,20160218,23,-16,60,735,-1,76,8
391,20160219,29,-11,82,567,-1,85,7
391,20160220,79,48,107,160,74,91,2
391,20160221,116,104,127,136,22,87,2
391,20160222,66,31,119,200,143,94,3
391,20160223,38,0,79,580,26,90,7
391,20160224,15,-30,67,654,-1,90,7
391,20160225,9,-38,61,826,0,90,9
391,20160226,20,-19,62,569,0,80,6
391,20160227,26,-14,73,1159,0,69,14
391,20160228,21,-20,67,980,0,67,11
391,20160229,13,-46,70,1171,0,72,13
391,20160301,11,-64,63,420,38,88,5
391,20160302,57,16,91,678,104,86,9
391,20160303,33,-6,81,738,9,87,9
391,20160304,13,-18,28,181,95,95,2
391,20160305,15,-20,68,769,0,90,9
391,20160306,17,-38,72,807,0,90,9
391,20160307,15,-30,58,465,1,89,5
391,20160308,18,-35,79,902,5,89,10
391,20160309,40,5,82,1280,0,67,16
391,20160310,40,-23,103,1330,0,71,16
391,20160311,41,-10,105,974,0,82,12
391,20160312,32,-18,84,1391,0,74,17
391,20160313,40,-8,95,1490,0,72,18
391,20160314,40,-13,102,1571,0,64,19
391,20160315,32,-16,69,401,0,89,5
391,20160316,50,13,93,1265,0,65,16
391,20160317,50,-11,121,1577,0,68,20
391,20160318,36,-19,65,313,0,90,4
391,20160319,59,48,75,401,0,76,5
391,20160320,68,46,100,801,-1,80,11
391,20160321,72,41,101,614,1,80,8
391,20160322,74,37,120,895,20,83,12
391,20160323,76,54,104,716,2,79,10
391,20160324,76,39,102,411,0,79,6
391,20160325,69,24,96,313,65,90,4
391,20160326,96,6,159,1742,0,72,25
391,20160327,101,72,139,1013,38,71,15
391,20160328,98,60,135,747,40,68,11
391,20160329,82,57,122,1133,-1,74,16
391,20160330,96,65,131,1014,3,69,15
391,20160331,84,56,113,665,1,75,9
391,20160401,77,12,139,1806,0,72,25
391,20160402,111,62,145,1153,0,69,17
391,20160403,159,118,212,1389,7,71,23
391,20160404,127,69,175,1160,1,75,18
391,20160405,101,77,133,536,59,92,8
391,20160406,93,51,128,753,3,78,11
391,20160407,75,46,122,1299,5,75,18
391,20160408,79,33,130,1325,0,77,18
391,20160409,96,20,161,1877,0,65,27
391,20160410,114,60,181,1560,0,66,24
391,20160411,139,70,202,2097,2,59,34
391,20160412,124,70,196,1760,91,75,27
391,20160413,97,54,140,897,0,86,13
391,20160414,110,31,176,1955,0,72,29
391,20160415,118,81,167,1195,70,78,18
391,20160416,99,58,149,980,5,74,14
391,20160417,64,11,119,1692,47,80,22
391,20160418,82,-1,140,1650,0,68,23
391,20160419,95,13,155,1477,0,68,21
391,20160420,81,-9,147,2346,0,67,33
391,20160421,118,38,187,2420,0,59,37
391,20160422,101,55,141,1791,0,61,26
391,20160423,64,14,104,1291,-1,67,17
391,20160424,44,8,94,1760,2,76,22
391,20160425,46,4,99,993,54,85,12
391,20160426,41,10,81,1267,36,84,16
391,20160427,56,31,107,1345,79,84,17
391,20160428,56,16,105,1759,17,81,23
391,20160429,70,40,102,672,47,84,9
391,20160430,85,56,127,1071,13,75,15
391,20160501,82,31,135,2229,0,75,31
391,20160502,123,14,199,2279,0,66,35
391,20160503,109,28,159,2402,29,70,36
391,20160504,97,8,163,2432,0,62,35
391,20160505,139,62,204,2691,0,51,43
391,20160506,178,98,240,2493,0,56,44
391,20160507,198,121,265,2682,0,48,49
391,20160508,205,142,263,2698,0,42,50
391,20160509,205,136,265,2577,0,48,47
391,20160510,187,156,222,1240,0,65,22
391,20160511,208,150,272,2199,0,57,41
391,20160512,203,138,267,2626,0,50,48
391,20160513,172,92,245,2517,0,56,44
391,20160514,92,51,138,1566,1,63,22
391,20160515,91,43,143,1898,0,65,27
391,20160516,99,42,146,1367,0,68,20
391,20160517,132,77,182,1262,0,67,20
391,20160518,141,95,206,1193,37,75,19
391,20160519,135,84,193,1650,0,75,26
391,20160520,143,102,174,836,0,81,14
391,20160521,188,122,243,2081,0,68,37
391,20160522,172,143,204,890,31,81,15
391,20160523,125,110,145,496,92,95,8
391,20160524,116,100,144,819,0,80,12
391,20160525,128,94,175,2011,0,77,32
391,20160526,162,75,222,2422,0,70,41
391,20160527,166,140,217,1449,-1,81,25
391,20160528,188,125,243,2095,0,75,37
391,20160529,175,135,206,1009,-1,83,18
391,20160530,171,154,210,525,238,95,9
391,20160531,173,132,217,1469,0,79,25
391,20160601,175,132,231,640,640,97,11
391,20160602,187,153,254,1608,235,88,29
391,20160603,184,150,232,1671,0,87,30
391,20160604,188,151,270,1826,45,88,33
391,20160605,212,136,280,2754,0,74,51
391,20160606,206,145,270,2652,0,75,49
391,20160607,202,155,278,2214,13,83,40
391,20160608,178,121,235,2689,0,78,47
391,20160609,156,90,220,2846,0,65,48
391,20160610,165,83,226,2498,0,69,43
391,20160611,177,140,226,2044,0,71,36
391,20160612,165,130,207,1096,81,90,19
391,20160613,158,143,199,982,165,94,16
391,20160614,161,135,210,1557,47,84,26
391,20160615,149,121,200,1743,79,85,29
391,20160616,155,105,202,1922,16,83,32
391,20160617,150,130,193,975,35,90,16
391,20160618,151,126,198,1269,15,86,21
391,20160619,150,119,199,2049,0,75,34
391,20160620,157,121,195,917,137,85,15
391,20160621,182,155,218,906,13,90,16
391,20160622,212,159,258,2068,0,77,38
391,20160623,247,187,326,2552,212,78,50
391,20160624,213,169,255,1669,200,84,31
391,20160625,158,115,186,538,160,89,9
391,20160626,146,114,198,1736,25,85,28
391,20160627,151,126,183,928,18,89,15
391,20160628,180,126,232,2351,57,74,41
391,20160629,170,135,214,1824,50,74,31
391,20160630,174,154,202,904,14,85,16
391,20160701,185,157,211,1034,91,84,18
391,20160702,144,111,194,2150,58,82,35
391,20160703,155,107,202,2147,1,76,36
391,20160704,175,110,220,1896,0,79,33
391,20160705,162,104,217,1307,2,80,22
391,20160706,156,101,217,2374,10,75,40
391,20160707,170,81,226,2249,0,72,39
391,20160708,192,153,226,1596,0,72,29
391,20160709,204,155,251,1914,0,74,35
391,20160710,234,171,299,2455,0,67,47
391,20160711,198,162,235,1866,0,64,34
391,20160712,177,132,238,1981,0,72,35
391,20160713,146,105,205,1534,-1,81,25
391,20160714,147,79,204,2303,0,72,38
391,20160715,164,97,222,1889,0,72,32
391,20160716,189,139,246,1172,0,79,21
391,20160717,196,137,251,1141,3,84,21
391,20160718,212,127,288,2357,0,74,44
391,20160719,239,134,315,2723,0,60,53
391,20160720,262,182,351,2506,0,60,50
391,20160721,238,173,301,2475,0,71,48
391,20160722,218,177,274,1931,130,79,36
391,20160723,212,178,271,1673,0,84,31
391,20160724,217,175,274,1533,0,84,29
391,20160725,208,162,261,1570,0,79,29
391,20160726,195,146,245,1703,0,75,31
391,20160727,194,140,235,1811,0,74,33
391,20160728,196,165,246,1364,32,83,25
391,20160729,189,154,243,1479,1,80,26
391,20160730,183,146,237,1321,8,83,23
391,20160731,168,114,221,1394,9,85,24
391,20160801,168,120,226,1486,3,78,25
391,20160802,163,136,182,525,127,97,9
391,20160803,183,163,193,420,87,96,7
391,20160804,173,142,212,1362,0,81,24
391,20160805,169,126,235,1406,20,83,24
391,20160806,165,105,228,1516,2,83,26
391,20160807,195,103,251,1769,0,76,32
391,20160808,174,113,230,1536,0,75,27
391,20160809,142,98,199,1502,1,78,24
391,20160810,127,71,187,1848,17,82,29
391,20160811,126,66,164,662,51,92,10
391,20160812,186,151,230,1039,3,88,18
391,20160813,179,142,232,1353,0,84,24
391,20160814,175,122,241,1602,0,80,28
391,20160815,173,123,236,2099,0,72,36
391,20160816,174,113,238,2366,0,71,41
391,20160817,186,120,257,2432,0,62,43
391,20160818,185,97,267,2316,0,65,41
391,20160819,194,100,266,1658,0,72,30
391,20160820,190,144,246,1635,11,72,29
391,20160821,162,143,192,886,56,86,15
391,20160822,170,127,230,751,13,88,13
391,20160823,211,118,290,2195,0,73,41
391,20160824,245,164,322,2229,0,62,44
391,20160825,250,187,336,2199,0,64,43
391,20160826,242,171,314,1975,0,71,38
391,20160827,242,175,320,1949,29,71,38
391,20160828,219,164,282,1724,0,74,32
391,20160829,175,105,238,1118,2,81,19
391,20160830,169,83,249,2091,0,71,36
391,20160831,187,106,267,1961,0,69,35
391,20160901,176,115,246,1561,0,81,27
391,20160902,176,102,240,1559,-1,75,27
391,20160903,184,135,244,1309,0,78,23
391,20160904,180,149,222,806,91,83,14
391,20160905,172,119,230,1127,-1,85,19
391,20160906,180,107,266,1887,0,81,33
391,20160907,200,131,281,1949,0,69,35
391,20160908,210,126,285,1843,0,70,34
391,20160909,169,105,238,1549,0,79,27
391,20160910,176,83,266,1793,0,76,31
391,20160911,191,138,252,1017,0,83,18
391,20160912,216,139,302,1747,0,73,33
391,20160913,238,160,325,1696,0,67,33
391,20160914,239,161,324,1717,0,61,33
391,20160915,226,161,314,1612,97,63,31
391,20160916,180,149,221,1174,0,79,21
391,20160917,168,110,211,860,0,86,15
391,20160918,159,127,193,603,0,85,10
391,20160919,148,92,199,1183,0,76,19
391,20160920,139,74,201,948,0,82,15
391,20160921,151,81,214,1515,0,70,25
391,20160922,145,70,220,1277,0,79,21
391,20160923,145,76,224,1183,0,81,19
391,20160924,162,74,244,1434,0,72,24
391,20160925,178,126,266,1468,0,67,26
391,20160926,138,87,206,1264,0,79,20
391,20160927,136,56,221,1395,0,78,22
391,20160928,184,142,232,1029,0,63,18
391,20160929,173,140,210,740,18,78,13
391,20160930,144,105,193,1060,1,78,17
391,20161001,138,107,182,708,24,84,11
391,20161002,120,98,156,509,15,88,8
391,20161003,141,115,190,940,5,82,15
391,20161004,128,92,180,847,0,78,13
391,20161005,97,49,152,1371,0,70,20
391,20161006,93,34,128,621,0,79,9
391,20161007,115,81,152,401,0,82,6
391,20161008,102,43,150,916,0,77,13
391,20161009,83,43,148,933,0,82,13
391,20161010,81,41,138,999,0,80,14
391,20161011,75,5,128,711,0,87,10
391,20161012,88,79,104,377,13,85,5
391,20161013,93,63,125,734,0,76,11
391,20161014,105,75,140,712,25,76,11
391,20161015,109,79,154,401,14,90,6
391,20161016,130,79,187,1066,0,78,17
391,20161017,115,64,165,459,0,91,7
391,20161018,105,81,142,496,63,92,7
391,20161019,78,42,113,278,109,93,4
391,20161020,75,54,86,136,110,97,2
391,20161021,80,67,96,365,67,91,5
391,20161022,60,-3,97,563,0,90,7
391,20161023,34,-4,75,319,0,97,4
391,20161024,78,51,89,134,27,96,2
